col1,col2,output
31.6333313,122,1
15.70089092,126.5014144,1
14.6333313,122,1
12.64025152,119.4791865,1
-0.890288956,126.8823394,1
10.25908549,128.544516,1
11.6333313,122,1
9.667608417,117.2699033,1
27.28157991,108.5259223,1
9.633331299,122,1
-7.689974663,128.1745517,1
1.044036228,112.4919493,1
6.633331299,122,1
-6.304385523,128.5350969,1
10.8378551,103.4894453,1
24.17745768,120.3568868,1
3.633331299,122,1
10.63726443,119.5186762,1
4.756929538,118.1414882,1
-5.366668701,122,1
-5.51553428,128.5363953,1
6.001657651,114.1281376,1
-13.76804236,133.8398789,1
-14.3666687,122,1
2.524362516,110.9716219,1
-22.39756193,126.3478661,1
-29.3666687,122,1
-12.68495719,119.0736671,1
-47.82089884,105.6344192,1
-29.50333109,120.7167531,1
-35.3666687,122,1
-49.33008369,104.0672312,1
-34.8841033,127.6013018,1
-23.69474862,112.5973925,1
-38.3666687,122,1
-37.83305185,103.3199524,1
-54.92535861,106.226608,1
-38.3666687,122,1
-30.33124859,111.0162799,1
-47.6489457,105.5663834,1
-48.43267557,115.279621,1
-98.3666687,-68,1
-96.99837836,-58.12737116,1
-101.3577927,-68.17678332,1
-108.3537847,-71.71673661,1
-87.3666687,-74,1
-92.88646246,-69.02942324,1
-71.49034176,-63.31256773,1
-69.42423377,-86.62902832,1
-80.3666687,-77,1
-79.25635856,-77.73414773,1
-97.61493627,-81.01472563,1
-82.39926909,-90.44364216,1
-74.3666687,-79,1
-58.05255189,-72.8882564,1
-73.10247587,-82.86634498,1
-75.25959393,-87.69379806,1
-70.3666687,-82,1
-56.77296176,-63.73360965,1
-86.97119863,-68.07216419,1
-52.77951524,-93.58927728,1
-64.3666687,-84,1
-67.68651566,-100.3543038,1
-82.39251551,-99.96455339,1
-84.13932841,-86.95553675,1
-58.3666687,-85,1
-73.44328143,-77.55018404,1
-41.54456155,-80.32690745,1
-73.15217772,-68.2731648,1
-45.3666687,-87,1
-31.07883488,-83.21439137,1
-38.47980851,-92.39459366,1
-57.77613339,-103.1462019,1
-39.3666687,-89,1
-49.13724163,-100.2760082,1
-47.28419144,-72.81895758,1
-28.42959567,-76.06944187,1
-33.3666687,-91,1
-30.64166129,-104.4986344,1
-50.73789503,-107.4591067,1
-24.46542341,-95.2827715,1
-29.3666687,-91,1
-35.40300245,-91.72760215,1
-47.59348312,-75.25507957,1
-16.89042605,-100.0649218,1
-24.3666687,-92,1
-27.36445588,-101.0082831,1
-31.83857337,-105.3343052,1
-9.410973949,-103.5545016,1
-16.3666687,-93,1
-2.095194501,-102.919911,1
-3.010465391,-94.68066075,1
-8.550488198,-102.4083256,1
-11.3666687,-93,1
-24.31994343,-112.4887827,1
-16.75447519,-90.3548167,1
-27.81751795,-95.34290637,1
-4.366668701,-94,1
-14.70488566,-79.98720044,1
-23.03492874,-74.0760552,1
9.88697293,-112.4470606,1
1.633331299,-94,1
10.60844929,-87.52234997,1
17.301431,-84.22664682,1
8.771827856,-85.56445454,1
6.633331299,-94,1
-2.494522565,-76.9883055,1
24.91367898,-106.5154129,1
25.19496596,-76.94242466,1
13.6333313,-94,1
31.4442897,-111.5342007,1
25.50228545,-78.27684693,1
21.32737408,-74.66985473,1
15.6333313,-94,1
21.24793925,-98.71632474,1
9.124566862,-113.384873,1
16.73286796,-112.7456467,1
18.6333313,-94,1
31.93054962,-82.20436251,1
9.680653378,-93.40221816,1
35.26250744,-90.17929397,1
21.6333313,-94,1
28.72952175,-105.4129277,1
23.11785275,-83.82863852,1
2.383971505,-109.3373696,1
28.6333313,-94,1
35.90743791,-85.53586131,1
23.39120179,-109.1551391,1
28.39550836,-97.73308321,1
26.6333313,-94,1
44.27525194,-105.9769608,1
24.20476225,-75.72439537,1
20.56835897,-100.2144077,1
78.6333313,107,1
83.03924622,107.2418588,1
82.03129695,106.5394833,1
92.99002357,125.4225374,1
82.6333313,105,1
79.38587766,98.68217254,1
77.94641257,104.3702265,1
70.31578797,95.27316262,1
86.6333313,103,1
86.40394446,118.587451,1
78.35803137,114.947006,1
79.21165308,93.65079395,1
90.6333313,99,1
79.24245088,91.85987836,1
86.01466806,82.7830015,1
104.7761254,105.6601879,1
94.6333313,97,1
82.88530675,83.50588506,1
99.95776155,95.61958334,1
110.0456078,77.20585006,1
98.6333313,93,1
97.47446738,96.88932226,1
108.3989016,78.90141936,1
111.0841153,75.2815526,1
101.6333313,90,1
100.1622129,75.38411697,1
107.3138214,95.76005507,1
86.11440117,94.85561592,1
105.6333313,85,1
87.62013183,99.95878552,1
87.98716758,99.15015961,1
87.14021787,84.21479507,1
108.6333313,77,1
104.6014567,77.07751607,1
107.5893892,83.02446701,1
114.3042853,89.01926061,1
110.6333313,70,1
107.3457087,59.17284801,1
105.9660329,80.03855174,1
101.4927991,72.72281,1
112.6333313,62,1
124.7434809,50.48789551,1
127.9649659,59.09026705,1
126.5421459,67.09282181,1
113.6333313,54,1
117.8691192,36.08200345,1
112.6497503,60.62971149,1
126.0680852,48.64660858,1
113.6333313,46,1
129.703913,36.56612152,1
116.0033305,60.56239407,1
101.520698,62.53691643,1
113.6333313,39,1
131.1706073,30.50495739,1
130.8342157,21.9168073,1
116.0785409,50.18156903,1
113.6333313,34,1
95.5525672,26.84880642,1
131.8721213,39.7010653,1
102.9122369,39.47497616,1
113.6333313,33,1
129.4704798,14.24002117,1
106.0105985,48.04759635,1
124.0013973,41.27528159,1
113.6333313,33,1
95.58552563,15.18172367,1
101.5725166,44.09887531,1
111.4467703,35.18916052,1
103.6333313,79,1
90.64582118,93.77303722,1
122.8758262,86.89225829,1
115.088824,81.75726735,1
89.6333313,119,1
103.5737891,105.2272309,1
85.62604385,116.8251703,1
82.6333313,131,1
67.96347841,122.3584961,1
73.82116927,122.8022674,1
80.38245728,131.6730633,1
74.68155838,123.2617004,1
91.73615674,131.4414199,1
52.75138217,132.4933418,1
-45.74429626,129.3795635,1
-16.65666652,133.5573754,1
-48.7118897,131.6131287,1
-33.85080528,122.004547,1
-31.79365113,123.1165875,1
-46.04350504,133.4186295,1
-29.14038101,125.2741329,1
-26.88825836,132.198226,1
15.6333313,121,1
14.56925927,123.4824892,1
1.84122242,131.6504848,1
34.92983635,126.1754248,1
-3.366668701,123,1
-15.67914338,116.1159282,1
-11.44844966,124.8206424,1
4.423672419,123.7849668,1
-12.3666687,124,1
-21.3666687,124,1
-26.92420254,122.8549205,1
-20.89130786,129.2449304,1
-21.81081468,113.8764708,1
-36.3666687,124,1
-20.0448121,133.1116307,1
-41.95803604,109.6906945,1
-18.97350692,130.439818,1
-52.3666687,120,1
-37.76918899,129.7673214,1
-32.53336374,119.361305,1
-72.30544207,121.626837,1
-69.3666687,113,1
-76.77683568,101.3945924,1
-68.48064947,111.976653,1
-83.39877321,114.1954575,1
-80.3666687,108,1
-68.81682884,121.3180797,1
-98.87002879,106.5432262,1
-80.21507805,114.3150788,1
-89.3666687,102,1
-77.57309475,88.08827047,1
-106.1057321,113.2219548,1
-82.55596827,97.30959568,1
-98.3666687,91,1
-116.2548714,92.17270034,1
-98.76694301,103.0599432,1
-100.1169869,93.28423573,1
-109.3666687,70,1
-114.5018681,84.67037897,1
-124.9038203,78.23127212,1
-89.85975226,66.31278654,1
-117.3666687,53,1
-123.4075682,48.94212755,1
-108.3732368,65.32941558,1
-106.8932377,37.70038378,1
-122.3666687,34,1
-120.9753955,34.02407005,1
-108.7873651,26.54357945,1
-125.3666687,19,1
-124.6651763,3.99575939,1
-116.8916767,14.95954389,1
-127.3666687,9,1
-112.5244547,1.164811252,1
-129.3666687,0,1
-115.3643087,-0.524458757,1
-130.3666687,-14,1
-115.6736635,-29.77196683,1
-112.2329409,-7.183462633,1
-128.3666687,-27,1
-132.4976738,-19.9629449,1
-126.3666687,-33,1
-118.8983432,-43.63877438,1
-119.88573,-22.91585822,1
-125.3666687,-38,1
-132.4694289,-29.65566576,1
-121.0118752,-30.9101119,1
-124.5549841,-37.09401054,1
-122.3666687,-46,1
-123.5191789,-58.9260389,1
-107.3945465,-45.38067419,1
-102.8794869,-49.0165887,1
-122.3666687,-49,1
-123.558957,-52.22613054,1
-120.3666687,-53,1
-102.2556158,-66.72431937,1
-130.3973406,-53.46205306,1
-115.9158058,-45.84720025,1
-114.3666687,-64,1
-110.1503304,-68.95245606,1
-133.2424779,-45.15368036,1
-130.3746753,-69.64168601,1
-106.3666687,-73,1
-87.52554568,-60.80255077,1
-117.8352438,-56.23145212,1
-118.9382909,-86.79568043,1
-102.3666687,-75,1
-111.2735212,-75.02349637,1
-99.30665789,-73.8623837,1
-113.4060105,-89.79536232,1
-91.3666687,-79,1
-104.370853,-82.07581419,1
-97.0123252,-63.91835164,1
-94.21290757,-68.7778704,1
-82.3666687,-84,1
-69.00534653,-101.4361076,1
-67.04905397,-79.65228781,1
-88.34937806,-98.63821074,1
-76.3666687,-86,1
-63.66937228,-92.01589583,1
-67.39450935,-81.47420504,1
-58.14541054,-92.21728112,1
-73.3666687,-88,1
-85.42089582,-77.32192716,1
-61.87052458,-71.35458511,1
-81.62353932,-70.92789139,1
-67.3666687,-90,1
-72.18806065,-108.5521611,1
-86.58277396,-104.9997022,1
-58.68686317,-101.8823504,1
-56.3666687,-93,1
-73.4894519,-97.26080374,1
-57.54703962,-92.65292357,1
-43.60010974,-92.64235233,1
-40.3666687,-96,1
-49.98562301,-110.8369943,1
-28.36901539,-99.93121057,1
-47.38204659,-83.43462627,1
-19.3666687,-97,1
-4.656696928,-89.96259859,1
-20.0588761,-82.93391763,1
-0.980233458,-81.2779213,1
-4.366668701,-98,1
-14.11325103,-79.24599514,1
-15.08490164,-101.6536431,1
7.33079256,-82.93173888,1
8.633331299,-98,1
15.47084644,-110.2435254,1
5.040639377,-104.4097521,1
20.04345702,-97.89365554,1
18.6333313,-98,1
18.76664,-116.2167437,1
14.16518135,-106.3056855,1
28.60177146,-80.70281099,1
23.6333313,-98,1
34.36238522,-106.5550076,1
11.62867718,-116.6510271,1
14.99041525,-113.1105161,1
35.6333313,-98,1
54.25160897,-85.24249052,1
40.17150621,-102.7773218,1
15.90263063,-92.91630772,1
46.6333313,-96,1
55.23633863,-90.59525606,1
37.70995823,-87.25777637,1
45.87090167,-98.53777492,1
55.6333313,-94,1
71.69774416,-93.81353374,1
37.17712289,-85.36392823,1
45.5252214,-113.4258896,1
65.6333313,-91,1
46.65379931,-98.21215723,1
53.61496615,-76.1904169,1
76.70979908,-88.90231396,1
75.6333313,-85,1
69.87875497,-88.81451439,1
92.75164231,-70.63338126,1
93.5430631,-68.03648828,1
85.6333313,-75,1
103.7576174,-63.82888614,1
70.23414228,-66.5397998,1
89.6966165,-77.48803767,1
95.6333313,-60,1
78.08694302,-46.6742108,1
93.56738891,-41.95672074,1
112.1715225,-74.72079693,1
102.6333313,-47,1
88.44641662,-61.51955796,1
98.91604017,-55.53348159,1
95.84656154,-54.70404887,1
106.6333313,-37,1
97.34078312,-35.12982715,1
116.0809385,-37.01474374,1
122.8186661,-39.8044955,1
108.6333313,-31,1
116.3716336,-46.61459192,1
109.8668833,-23.32327271,1
120.6363586,-25.33802231,1
109.6333313,-28,1
102.3859077,-17.75693832,1
122.6576019,-13.58127477,1
111.8161737,-11.3119573,1
110.6333313,-25,1
95.82813949,-24.9020641,1
96.4765888,-13.50621426,1
122.1681692,-7.750687605,1
112.6333313,-20,1
94.78043944,-35.08597374,1
106.5865832,-30.75509469,1
128.5673492,-9.018754203,1
114.6333313,-15,1
119.8839684,-26.64479111,1
134.2844541,-16.88742407,1
108.9941885,-19.25821632,1
116.6333313,-9,1
124.9228063,-3.953859086,1
127.8194362,-6.027278999,1
97.94356297,-9.294065872,1
116.6333313,-5,1
101.9394186,-13.73433085,1
114.0213732,-16.39603178,1
117.6333313,-2,1
100.9076061,3.294806043,1
117.3835781,0.500990785,1
117.6333313,0,1
124.4884433,14.68808396,1
97.97700205,6.955084488,1
123.9732403,-2.637112355,1
117.6333313,0,1
133.1155956,-19.7986773,1
-32.3666687,29,0
-26.38619139,32.16210216,0
-15.47264477,28.34903975,0
-15.10635256,35.85124553,0
-32.3666687,28,0
-36.18691733,11.99815247,0
-26.75873587,43.96953054,0
-35.1881813,22.01387414,0
-33.3666687,26,0
-25.05416163,43.09133926,0
-43.84640797,32.81375041,0
-20.46667047,10.68344229,0
-34.3666687,23,0
-29.54612923,22.40400457,0
-35.78052669,15.09476395,0
-40.93610457,7.974232557,0
-34.3666687,14,0
-40.83777317,8.402943837,0
-15.07099721,8.906838104,0
-52.91582218,-3.840752597,0
-34.3666687,7,0
-40.33448962,-0.724842148,0
-26.83695931,10.19758546,0
-37.91608372,-10.22440437,0
-34.3666687,5,0
-16.78141036,5.898776184,0
-32.2971887,-10.41642778,0
-38.33067389,23.11754087,0
-34.3666687,4,0
-27.96328073,1.563497572,0
-19.86145893,16.97621266,0
-14.4110869,-9.997178306,0
-33.3666687,1,0
-39.47644481,-14.23873231,0
-25.4497451,17.32595788,0
-48.6035902,9.089082231,0
-29.3666687,-3,0
-27.71591574,-6.568866975,0
-11.29211338,13.21691314,0
-48.28650624,-22.64314997,0
-20.3666687,-8,0
-16.80654258,-9.883366989,0
-33.2496467,3.149849279,0
-8.831140777,7.252487523,0
-16.3666687,-9,0
-15.86452855,-19.93729355,0
-2.566784258,-13.62394921,0
-33.28306342,10.86377906,0
-1.366668701,-10,0
-20.34723253,-14.10578083,0
-16.83405838,-15.37108942,0
-2.107940301,-23.3226819,0
9.633331299,-8,0
20.8596736,-9.789670372,0
-7.809954897,-5.701657448,0
18.88832147,-5.474612189,0
18.6333313,-3,0
27.53141375,-2.491769703,0
23.88262928,6.544653534,0
21.1854404,13.17011905,0
26.6333313,4,0
22.16719389,13.28346173,0
16.22527401,3.213374137,0
8.426768495,10.50396742,0
31.6333313,16,0
48.26510439,9.247952622,0
50.1145177,20.10364719,0
21.9278153,14.68863934,0
31.6333313,21,0
29.704836,9.68096523,0
50.15115987,13.84066437,0
30.27467757,25.16819834,0
32.6333313,26,0
43.84195951,31.64147865,0
18.03212639,42.11108555,0
15.1551124,36.56544633,0
30.6333313,31,0
45.29207259,42.90751646,0
37.79908915,19.56949978,0
48.54840596,16.22115213,0
22.6333313,40,0
31.63913865,47.83682106,0
9.25602483,56.99711593,0
14.91119339,58.15888891,0
12.6333313,48,0
0.558145584,31.57996396,0
30.34811127,67.16790338,0
8.914101774,52.40048697,0
6.633331299,52,0
-6.836862286,54.14494685,0
10.58341711,70.79802211,0
3.238953992,63.66978594,0
-4.366668701,54,0
-5.848696415,50.63411904,0
3.505930076,70.89065386,0
-10.17712468,47.75562421,0
-12.3666687,54,0
-5.451811424,66.51674776,0
-8.501066151,55.30582525,0
-16.82887029,44.58386229,0
-22.3666687,51,0
-27.55911197,53.05366901,0
-23.86842028,52.66327286,0
-34.25075369,53.74713298,0
-26.3666687,49,0
-21.28314298,49.93647101,0
-35.86076028,30.24528194,0
-8.153295257,41.96865607,0
-28.3666687,47,0
-24.05616769,65.00596841,0
-21.51369005,38.6635618,0
-31.52752297,57.779922,0
-31.3666687,41,0
-25.1516955,36.31949284,0
-47.98506172,60.95250748,0
-30.56937269,38.11548341,0
-35.3666687,32,0
-55.25653609,33.72232493,0
-51.8407066,42.4712521,0
-42.15889758,46.42279839,0
-35.3666687,22,0
-19.14756339,41.11837072,0
-48.04321053,37.69519907,0
-48.06577363,6.558081919,0
-33.3666687,9,0
-32.1707603,7.77112923,0
-22.79339971,-4.593762197,0
-28.9986553,20.33013205,0
-29.3666687,1,0
-29.76084182,10.51484296,0
-17.88780898,12.66772103,0
-33.51050479,18.0221201,0
-22.3666687,-2,0
-2.927930546,12.65875219,0
-11.09234432,-9.40168512,0
-4.312177271,8.68551171,0
-10.3666687,-5,0
-26.92256701,-3.73598263,0
-28.83022333,11.91969314,0
7.705859271,9.480450583,0
1.633331299,-6,0
15.4856989,-22.20862366,0
-11.94685548,-15.4852691,0
2.358176883,-20.20312628,0
13.6333313,-5,0
24.41588022,-18.5596807,0
13.75014277,-5.008837699,0
27.64350358,-21.98757829,0
22.6333313,2,0
4.652157707,-4.473280358,0
38.50648241,-11.31583522,0
10.78730071,-8.729560877,0
27.6333313,14,0
15.85100271,33.92466582,0
15.18149986,30.67626862,0
26.31726872,15.57031637,0
28.6333313,19,0
23.4110867,23.65168262,0
10.55906167,38.51606425,0
8.875167719,26.86318017,0
27.6333313,24,0
25.36015426,17.58710251,0
33.74622183,14.30333272,0
29.15924363,34.29827807,0
22.6333313,30,0
11.39187332,10.90232008,0
20.25299309,32.70581464,0
12.0042968,19.8616453,0
19.6333313,33,0
24.62592081,21.58834037,0
9.465297459,33.77023421,0
20.62765565,16.14702209,0
12.6333313,36,0
17.77056564,53.05682939,0
25.30483339,31.46971229,0
21.77996665,22.67069252,0
8.633331299,36,0
-9.926373186,26.19525322,0
23.03913258,27.56493318,0
25.931693,50.36859728,0
3.633331299,35,0
-4.024838138,42.60998294,0
14.94285151,21.85084337,0
8.231092729,23.61226392,0
-4.366668701,26,0
-18.88992196,38.18861503,0
1.103797807,45.33838456,0
-6.469799447,21.79296682,0
-8.366668701,18,0
-13.78678176,8.296083246,0
10.65785371,12.92113998,0
-4.015196308,3.871393635,0
-10.3666687,12,0
-17.58591816,18.81508741,0
-0.554427328,-1.191798702,0
-9.877136625,-2.888349126,0
-11.3666687,7,0
-14.01689578,-6.282463705,0
1.30723155,-5.429799881,0
-22.95563196,-0.939688037,0
-9.366668701,-2,0
-15.61949185,2.856043151,0
-5.476052591,-20.60329514,0
-23.01353947,-6.860865764,0
2.633331299,-6,0
0.712749741,-5.207819476,0
19.87858026,12.24519935,0
-12.06277667,-14.22223986,0
17.6333313,3,0
35.44963692,1.314896332,0
2.649152798,-16.5421036,0
33.96337379,7.22186465,0
22.6333313,11,0
35.31535942,7.305424354,0
18.54933774,13.38086919,0
24.74813581,7.247282065,0
24.6333313,14,0
14.70090752,27.82153355,0
18.73172601,10.10110192,0
33.6275039,-0.481929944,0
23.6333313,21,0
11.24689213,11.79827808,0
28.7055368,3.523676185,0
37.31193682,2.357503318,0
13.6333313,30,0
24.39301382,17.47293152,0
11.93404854,36.5814674,0
26.26727742,46.40991243,0
3.633331299,33,0
8.498398484,38.9664529,0
0.339442624,48.53597116,0
21.94111373,42.3044144,0
-7.366668701,33,0
-26.30348926,19.79672405,0
-26.29417574,36.200805,0
-11.8789141,26.6255296,0
